src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Blue Spice is a chinese restaurant in the riverside area near Rainbow Vegetarian Café. It is not family friendly.	0.6678	0.6837	4.9576	0.4233	0.7766	3.3055
name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Blue Spice is a family friendly chinese restaurant in the riverside area near Rainbow Vegetarian Café.	0.8333	0.8450	5.6831	0.5121	0.9085	3.1536
name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Blue Spice is an english restaurant in the city centre near Rainbow Vegetarian Café. It is not family-friendly.	0.6823	0.6978	4.0151	0.3837	0.5925	1.7201
name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Blue Spice is a family-friendly english restaurant in the city centre near Rainbow Vegetarian Café.	0.8320	0.8397	4.4541	0.5588	0.7707	3.4948
name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Blue Spice is an english restaurant in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.	0.6005	0.6252	5.3125	0.4393	0.7013	2.6135
name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Blue Spice is a child friendly english restaurant in the riverside area near Rainbow Vegetarian Café.	0.9084	0.9147	6.2215	0.5329	0.8595	2.4966
name[Clowns], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]	Clowns is a coffee shop near All Bar One with a 3 out of 5 customer rating.	0.5681	0.5905	4.7773	0.4345	0.5534	3.0824
name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]	Clowns is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5.	0.8073	0.8192	5.1963	0.5459	0.7531	3.7789
name[Clowns], eatType[coffee shop], near[The Sorrento]	Clowns is near The Sorrento.	0.0000	0.1436	0.4900	0.2290	0.2515	1.9223
name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]	Clowns is a pub near All Bar One with a customer rating of 3 out of 5.	0.7033	0.7193	5.0404	0.4608	0.7059	3.2845
name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]	Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.	0.7938	0.8073	5.1763	0.5388	0.7959	3.7297
name[Clowns], eatType[pub], near[The Sorrento]	Near The Sorrento is a pub named Clowns.	0.0000	0.1977	1.7611	0.3120	0.3492	2.6187
name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]	Near Burger King is a highly rated coffee shop named Cocum.	0.7677	0.7832	2.9032	0.5570	0.9491	4.6842
name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]	Near Café Sicilia is a highly rated coffee shop named Cocum.	0.6687	0.7034	4.7278	0.9379	0.8182	3.4372
name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]	Cocum is a low rated coffee shop near Café Sicilia.	0.2128	0.2712	2.0169	0.3547	0.5947	2.8089
name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Cocum is a low rated coffee shop near Express by Holiday Inn.	0.5773	0.6108	3.3919	0.4236	0.7262	3.3639
name[Cocum], eatType[coffee shop], near[The Rice Boat]	Cocum is near The Rice Boat.	0.3462	0.3746	0.9480	0.2892	0.5083	2.9051
name[Cocum], eatType[coffee shop], near[The Sorrento]	Cocum is near The Sorrento.	0.0000	0.2965	1.3208	0.2506	0.5908	3.4707
name[Cocum], eatType[pub], customer rating[high], near[Burger King]	Cocum is a pub near Burger King with a high customer rating.	0.4863	0.5441	3.5599	0.3686	0.6689	2.9258
name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]	Cocum is a pub near Café Sicilia with a high customer rating.	0.4863	0.5441	4.3261	0.4182	0.7500	3.0771
name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]	Cocum is a pub near Café Sicilia with a low customer rating.	0.3891	0.4409	3.5955	0.4964	0.6667	4.2402
name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Cocum is a pub near Express by Holiday Inn with a low customer rating.	0.9365	0.9415	6.3443	1.0000	1.0000	4.4614
name[Cocum], eatType[pub], near[The Rice Boat]	Near The Rice Boat is a pub named Cocum.	0.3831	0.4666	3.0806	0.3995	0.5556	3.6050
name[Cocum], eatType[pub], near[The Sorrento]	Near The Sorrento is a pub named Cocum.	0.0001	0.3357	2.3333	0.4169	0.4049	3.1051
name[Cotto], eatType[coffee shop], near[The Bakers]	Cotto is near The Bakers.	0.2626	0.3073	0.4794	0.2497	0.6289	2.0601
name[Cotto], eatType[pub], near[The Bakers]	Near The Bakers is a pub named Cotto.	0.0001	0.3271	2.7070	0.4292	0.4826	2.5785
name[Giraffe], eatType[coffee shop], near[The Bakers]	Giraffe is near The Bakers.	0.5134	0.5134	1.2553	0.3188	0.6793	4.5098
name[Giraffe], eatType[coffee shop], near[The Rice Boat]	Giraffe is near The Rice Boat.	0.2315	0.2846	0.9580	0.2593	0.4469	2.8505
name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly pub serving english food in the riverside area near Rainbow Vegetarian Café.	0.5230	0.5523	4.4392	0.4613	0.6822	2.1071
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a fast food pub in the city centre near Rainbow Vegetarian Café. It is not family-friendly.	0.8219	0.8293	6.2116	0.5423	0.9385	3.7723
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family-friendly fast food pub in the city centre near Rainbow Vegetarian Café.	0.9193	0.9254	4.5936	0.5602	0.9333	4.0061
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a fast food pub in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.	0.7078	0.7254	6.4715	0.5115	0.7135	2.9710
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly fast food pub in the riverside area near Rainbow Vegetarian Café.	0.8546	0.8660	6.8757	0.4885	0.8125	2.9747
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly fast food pub in the riverside area near Raja Indian Cuisine.	1.0000	1.0000	5.7959	0.5339	0.7666	2.5845
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a french pub in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.7697	0.7777	4.4704	0.4930	0.7409	2.6612
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family-friendly french pub in the city centre near Raja Indian Cuisine.	0.5992	0.6232	3.3005	0.4228	0.7946	1.9384
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a french pub in the riverside area near Raja Indian Cuisine. It is not family-friendly.	0.7196	0.7364	6.6500	0.4645	0.7313	1.5074
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly french pub near Raja Indian Cuisine in the riverside area.	0.6264	0.6452	5.1894	0.3669	0.5963	1.7941
name[Giraffe], eatType[pub], near[The Bakers]	Near The Bakers is a pub named Giraffe.	0.5170	0.6105	3.6739	0.5069	0.5000	4.7643
name[Giraffe], eatType[pub], near[The Rice Boat]	Near The Rice Boat is a pub named Giraffe.	0.3831	0.4666	3.2070	0.4658	0.7858	3.8665
name[Giraffe], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a child friendly english restaurant in the riverside area near Rainbow Vegetarian Café.	0.6372	0.6659	3.1475	0.5518	0.7333	2.0506
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a fast food restaurant in the city centre near Rainbow Vegetarian Café. It is not family-friendly.	0.8219	0.8293	6.2116	0.5423	0.9385	3.7654
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family-friendly fast food restaurant in the city centre near Rainbow Vegetarian Café.	0.9193	0.9254	4.5936	0.5602	0.9333	4.0058
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a fast food restaurant in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.	0.7078	0.7254	6.4715	0.5115	0.7135	2.9631
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a child friendly fast food restaurant in the riverside area near Rainbow Vegetarian Café.	0.8113	0.8265	6.8846	0.4976	0.8125	2.9526
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a child friendly fast food restaurant in the riverside area near Raja Indian Cuisine.	0.8282	0.8394	5.0243	0.4772	0.7196	2.3290
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a french restaurant in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.7697	0.7777	4.4704	0.4930	0.7409	2.6940
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family-friendly french restaurant in the city centre near Raja Indian Cuisine.	0.5992	0.6232	3.3005	0.4228	0.7946	1.9183
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a french restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly.	0.7196	0.7364	6.6500	0.4645	0.7313	1.5315
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a child friendly french restaurant in the riverside area near Raja Indian Cuisine.	0.5288	0.5588	4.8593	0.3768	0.6559	1.6984
name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Green Man is a coffee shop near All Bar One with a customer rating of 1 out of 5.	0.7023	0.7172	5.2217	0.5114	0.7146	3.1721
name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]	Green Man is a coffee shop near All Bar One with a 3 out of 5 customer rating.	0.8891	0.8958	6.7359	0.5243	0.7262	3.1209
name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Green Man is a pub near All Bar One with a customer rating of 1 out of 5.	0.6675	0.6854	5.0408	0.5031	0.7125	3.1148
name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]	Green Man is a pub near All Bar One with a customer rating of 3 out of 5.	0.9071	0.9126	6.5710	0.4841	0.7993	3.0442
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family-friendly italian pub in the riverside area near Express by Holiday Inn.	0.9254	0.9306	5.0432	0.9632	0.8701	2.5448
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is a family-friendly italian pub in the riverside area near Raja Indian Cuisine.	0.4025	0.4422	4.1547	0.4057	0.5562	2.4749
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a japanese pub in the city centre near Express by Holiday Inn. It is not family-friendly.	0.6112	0.6316	4.7379	0.4577	0.6554	2.7068
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family-friendly japanese pub in the city centre near Express by Holiday Inn.	0.6148	0.6440	4.0446	0.4818	0.6751	3.4742
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a japanese pub in the riverside area near Express by Holiday Inn. It is not family-friendly.	0.8228	0.8329	6.3060	0.4611	0.9144	3.7344
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly japanese pub in the riverside area near Express by Holiday Inn.	1.0000	1.0000	7.0611	0.5599	0.9412	3.5616
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly italian restaurant in the riverside area near Express by Holiday Inn.	0.9494	0.9526	6.0181	0.9632	0.9096	2.8105
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is a family friendly italian restaurant in the riverside area near Raja Indian Cuisine.	0.4576	0.4979	4.8830	0.4057	0.5991	2.9423
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a japanese restaurant in the city centre near Express by Holiday Inn. It is not family-friendly.	0.6112	0.6316	4.7379	0.4577	0.6554	2.6780
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family-friendly japanese restaurant in the city centre near Express by Holiday Inn.	0.6148	0.6440	4.0446	0.4818	0.6751	3.4944
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a japanese restaurant in the riverside area near Express by Holiday Inn. It is not family-friendly.	0.8228	0.8329	6.3060	0.4611	0.9144	3.7113
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a children friendly japanese restaurant in the riverside area near Express by Holiday Inn.	1.0000	1.0000	7.1793	1.0000	1.0000	3.4741
name[Loch Fyne], eatType[coffee shop], area[riverside]	In the riverside area, is a coffee shop called Loch Fyne.	0.4030	0.4582	3.7665	0.4397	0.4803	3.1953
name[Loch Fyne], eatType[pub], area[riverside]	Loch Fyne is a pub in the riverside area.	0.9036	0.9147	4.3107	0.4836	0.8557	5.2333
name[Strada], eatType[coffee shop], area[city centre]	Strada is a coffee shop in the city centre.	0.9036	0.9147	4.5810	0.4543	0.7428	4.4316
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Strada is a coffee shop near All Bar One with a customer rating of 1 out of 5.	0.9071	0.9126	5.3986	0.5653	0.8863	4.1791
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5.	0.6836	0.7005	5.3182	0.4765	0.6111	3.5314
name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Strada is a low rated coffee shop near Express by Holiday Inn.	0.7034	0.7311	3.9697	0.4391	0.7943	4.0515
name[Strada], eatType[pub], area[city centre]	In the city centre is a pub called Strada.	0.7856	0.8133	4.7905	0.4802	0.8889	3.5329
name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Strada is a pub near All Bar One with a customer rating of 1 out of 5.	0.9009	0.9071	5.3198	0.5571	0.8801	3.9674
name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada is a pub near Rainbow Vegetarian Café with a customer rating of 1 out of 5.	0.6622	0.6816	5.2999	0.4680	0.6471	3.6042
name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Strada is a pub near Express by Holiday Inn with a low customer rating.	0.6786	0.6995	5.0642	0.5543	0.9215	4.9577
name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a child friendly coffee shop near Avalon with a customer rating of 1 out of 5.	0.9554	0.9579	6.9719	0.5961	0.9188	3.2404
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a child friendly coffee shop near Avalon with a customer rating of 3 out of 5.	0.9850	0.9858	6.7675	0.5225	0.8654	3.8554
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a child friendly coffee shop near Crowne Plaza Hotel with a customer rating of 3 out of 5.	1.0000	1.0000	7.1048	0.6062	0.9263	4.5105
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a coffee shop near Crowne Plaza Hotel. It is not family-friendly and has a customer rating of 5 out of 5.	0.8051	0.8133	5.3585	0.5622	0.9242	2.4719
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a child-friendly coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5.	0.8497	0.8576	5.9454	0.5799	0.8443	3.4295
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers is a coffee shop near Café Sicilia. It is not family-friendly and has an average customer rating.	0.3928	0.4328	5.1153	0.4523	0.5804	2.5865
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a coffee shop near Crowne Plaza Hotel. It is not family-friendly and has an average customer rating.	0.0000	0.2123	3.5239	0.4316	0.6076	2.4117
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly coffee shop with an average customer rating. It is near Café Sicilia.	0.8758	0.8831	6.9276	0.5662	0.8542	3.4642
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a child-friendly coffee shop with a high customer rating. It is near Café Sicilia.	0.7483	0.7635	5.3550	0.5573	0.9055	2.7022
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a child-friendly coffee shop with a high customer rating. It is near Express by Holiday Inn.	0.7696	0.7825	6.1683	0.5683	0.7657	3.0650
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a coffee shop near Express by Holiday Inn. It is not family-friendly and has a low customer rating.	1.0000	1.0000	6.2282	1.0000	1.0000	3.9556
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a coffee shop near Ranch. It is not family-friendly and has a low customer rating.	0.7533	0.7680	5.8219	0.5235	0.6788	4.2770
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a coffee shop near Ranch. It is family friendly and has a low customer rating.	0.7648	0.7791	6.1108	0.5408	0.8324	3.6033
name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a child friendly restaurant near Avalon with a customer rating of 1 out of 5.	0.9351	0.9391	6.8935	0.5905	0.9145	3.0170
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a child friendly restaurant near Avalon with a customer rating of 3 out of 5.	0.9840	0.9850	6.6931	0.5140	0.8574	3.6922
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a child friendly restaurant near Crowne Plaza Hotel with a customer rating of 3 out of 5.	0.9858	0.9866	6.9860	0.6013	0.9228	4.2174
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a highly rated restaurant near Crowne Plaza Hotel. It is not family-friendly.	0.8150	0.8268	5.3908	0.5542	0.9407	4.1528
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly restaurant with a customer rating of 5 out of 5. It is near Crowne Plaza Hotel.	0.9292	0.9324	7.1904	0.5695	0.8942	3.9023
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers is a restaurant near Café Sicilia. It is not family-friendly and has an average customer rating.	0.3979	0.4387	5.0922	0.4429	0.6162	2.4756
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a restaurant near Crowne Plaza Hotel. It is not family-friendly and has an average customer rating.	0.0000	0.1919	3.3783	0.4233	0.6131	2.2276
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly restaurant with an average customer rating. It is located near Café Sicilia.	0.8900	0.8966	6.7957	0.5533	0.8638	3.1606
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a child friendly restaurant near Café Sicilia with a high customer rating.	0.9802	0.9816	6.2272	0.9829	0.9333	3.3196
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a child friendly restaurant near Express by Holiday Inn with a high customer rating.	0.9649	0.9672	7.0669	0.5868	0.9096	3.4852
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a low - rated restaurant near Express by Holiday Inn. It is not family-friendly.	0.7094	0.7265	5.3049	0.4609	0.7966	3.0602
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a low - rated restaurant near Ranch. It is not family-friendly.	0.6555	0.6810	4.5777	0.4489	0.7301	3.3168
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a family-friendly restaurant near Ranch with a low customer rating.	0.9511	0.9554	6.1434	0.5543	0.8830	3.5876
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the £20-25 price range. It is located in the city centre. It is near All Bar One. It has a high customer rating and is not kid friendly.	0.7664	0.7721	6.6190	0.4685	0.6000	2.2860
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the £20-25 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.	0.9295	0.9316	7.0430	0.5512	0.9100	2.2132
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. It has a high customer rating and is not kid friendly.	0.7437	0.7506	5.6586	0.5012	0.7757	2.7536
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.	0.8466	0.8487	4.8025	0.5465	0.9069	4.1432
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap chinese restaurant in the city centre near All Bar One. It has a customer rating of 5 out of 5 and is not family-friendly.	0.4690	0.4910	5.1704	0.3950	0.6768	1.6442
