MR	output
'name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is a non-family-friendly english pub near Rainbow Vegetarian Café in the city centre.'
'name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family-friendly english pub in the city centre near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is an english pub near Rainbow Vegetarian Café in the riverside area. It is not family-friendly.'
'name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family friendly english pub near Rainbow Vegetarian Café in the riverside area.'
'name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is a non-family-friendly chinese restaurant in the city centre near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family friendly chinese restaurant in the city centre near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is a non-family friendly chinese restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family friendly chinese restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is an english restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly.'
'name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family-friendly english restaurant in the city centre near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Blue Spice is a non-family-friendly english restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Blue Spice is a family friendly english restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Clowns], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]'	'With a customer rating of 3 out of 5, Clowns is a coffee shop near All Bar One.'
'name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]'	'With a customer rating of 5 out of 5, Clowns is a coffee shop near Crowne Plaza Hotel.'
'name[Clowns], eatType[coffee shop], near[The Sorrento]'	'Near The Sorrento is Clowns. It is a coffee shop.'
'name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]'	'Clowns is a pub near All Bar One. It has a customer rating of 3 out of 5.'
'name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]'	'Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.'
'name[Clowns], eatType[pub], near[The Sorrento]'	'Clowns is a pub near The Sorrento.'
'name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]'	'Cocum is a high customer rating coffee shop near Burger King.'
'name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]'	'Near Café Sicilia is a highly rated coffee shop named Cocum.'
'name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]'	'With a low customer rating, Cocum is a coffee shop near Café Sicilia.'
'name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]'	'With a low customer rating, Cocum is a coffee shop near Express by Holiday Inn.'
'name[Cocum], eatType[coffee shop], near[The Rice Boat]'	'Near The Rice Boat is Cocum. It is a coffee shop.'
'name[Cocum], eatType[coffee shop], near[The Sorrento]'	'Near The Sorrento is Cocum. It is a coffee shop.'
'name[Cocum], eatType[pub], customer rating[high], near[Burger King]'	'Cocum is a pub near Burger King with a high customer rating.'
'name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]'	'Cocum is a pub near Café Sicilia with a high customer rating.'
'name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]'	'Cocum is a pub near Café Sicilia with a low customer rating.'
'name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]'	'Cocum is a pub near Express by Holiday Inn with a low customer rating.'
'name[Cocum], eatType[pub], near[The Rice Boat]'	'Cocum is a pub near The Rice Boat.'
'name[Cocum], eatType[pub], near[The Sorrento]'	'Cocum is a pub near The Sorrento.'
'name[Cotto], eatType[coffee shop], near[The Bakers]'	'Near The Bakers is Cotto. It is a coffee shop.'
'name[Cotto], eatType[pub], near[The Bakers]'	'Cotto is a pub near The Bakers.'
'name[Giraffe], eatType[coffee shop], near[The Bakers]'	'Near The Bakers is Giraffe. It is a coffee shop.'
'name[Giraffe], eatType[coffee shop], near[The Rice Boat]'	'Near The Rice Boat is Giraffe. It is a coffee shop.'
'name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family friendly english pub near Rainbow Vegetarian Café in the riverside area.'
'name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Giraffe is a fast food pub located near Rainbow Vegetarian Café in the city centre. It is not family-friendly.'
'name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family-friendly fast food pub in the city centre near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Giraffe is a fast food pub near Rainbow Vegetarian Café in the riverside area. It is not family-friendly.'
'name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family friendly fast food pub in the riverside area near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family friendly fast food pub in the riverside area near Raja Indian Cuisine.'
'name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Giraffe is a non-family-friendly french pub near Raja Indian Cuisine in the city centre.'
'name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family-friendly french pub in the city centre near Raja Indian Cuisine.'
'name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Giraffe is a french pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family friendly french pub in riverside near Raja Indian Cuisine.'
'name[Giraffe], eatType[pub], near[The Bakers]'	'Giraffe is a pub near The Bakers.'
'name[Giraffe], eatType[pub], near[The Rice Boat]'	'Giraffe is a pub near The Rice Boat.'
'name[Giraffe], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family friendly english restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Giraffe is a non-family-friendly fast food restaurant in the city centre near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family-friendly fast food restaurant in the city centre near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'Giraffe is a fast food restaurant near Rainbow Vegetarian Café in the riverside area. It is not family-friendly.'
'name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'Giraffe is a family friendly fast food restaurant in the riverside area near Rainbow Vegetarian Café.'
'name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.'
'name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Giraffe is a non-family-friendly french restaurant in the city centre near Raja Indian Cuisine.'
'name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family-friendly french restaurant located near Raja Indian Cuisine in the city centre.'
'name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Giraffe is a non-family-friendly french restaurant in the riverside area near Raja Indian Cuisine.'
'name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Giraffe is a family friendly french restaurant in riverside near Raja Indian Cuisine.'
'name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]'	'Green Man is a 1 out of 5 rated coffee shop near All Bar One.'
'name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]'	'With a customer rating of 3 out of 5, Green Man is a coffee shop near All Bar One.'
'name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]'	'Green Man is a pub near All Bar One. It has a customer rating of 1 out of 5.'
'name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]'	'Green Man is a pub near All Bar One with a customer rating of 3 out of 5.'
'name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family friendly italian pub near Express by Holiday Inn in riverside.'
'name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Green Man is a family friendly italian pub in riverside near Raja Indian Cuisine.'
'name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'Green Man is a non-family-friendly pub serving japanese food near Express by Holiday Inn in the city centre.'
'name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family-friendly japanese pub near Express by Holiday Inn in the city centre.'
'name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'Green Man is a japanese pub near Express by Holiday Inn in the riverside area. It is not family-friendly.'
'name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family friendly japanese pub near Express by Holiday Inn in the riverside area.'
'name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family friendly italian restaurant in riverside near Express by Holiday Inn.'
'name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Green Man is a family friendly italian restaurant in riverside near Raja Indian Cuisine.'
'name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'Green Man is a non-family-friendly japanese restaurant in the city centre near Express by Holiday Inn.'
'name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family-friendly japanese restaurant located in the city centre near Express by Holiday Inn.'
'name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'Green Man is a non-family-friendly japanese restaurant near Express by Holiday Inn in the riverside area.'
'name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'Green Man is a family friendly japanese restaurant in riverside near Express by Holiday Inn.'
'name[Loch Fyne], eatType[coffee shop], area[riverside]'	'In the riverside area, Loch Fyne is a coffee shop.'
'name[Loch Fyne], eatType[pub], area[riverside]'	'By the riverside is a pub called Loch Fyne.'
'name[Strada], eatType[coffee shop], area[city centre]'	'The city centre is a coffee shop called Strada.'
'name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]'	'Strada is a 1 out of 5 coffee shop near All Bar One.'
'name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]'	'Strada is a 1 out of 5 rated coffee shop near Rainbow Vegetarian Café.'
'name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]'	'With a low customer rating, Strada is a coffee shop near Express by Holiday Inn.'
'name[Strada], eatType[pub], area[city centre]'	'The pub in the city centre is Strada.'
'name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]'	'Strada is a pub near All Bar One with a customer rating of 1 out of 5.'
'name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]'	'Strada is a pub near Rainbow Vegetarian Café with a customer rating of 1 out of 5.'
'name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]'	'Strada is a pub near Express by Holiday Inn with a low customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]'	'The Cricketers is a child friendly coffee shop near Avalon with a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]'	'With a customer rating of 3 out of 5, The Cricketers is a child friendly coffee shop near Avalon.'
'name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Cricketers is a child friendly coffee shop near Crowne Plaza Hotel with a customer rating of 3 out of 5.'
'name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5 and is not family-friendly.'
'name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Cricketers is a family friendly coffee shop near Crowne Plaza Hotel. It has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]'	'The Cricketers is a coffee shop near Café Sicilia that has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Cricketers is a coffee shop near Crowne Plaza Hotel that has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]'	'The Cricketers is a family friendly coffee shop near Café Sicilia. It has an average customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]'	'The Cricketers is a child friendly coffee shop near Café Sicilia with a high customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]'	'The Cricketers is a child friendly coffee shop near Express by Holiday Inn with a high customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]'	'The Cricketers is a coffee shop near Express by Holiday Inn. It is not family-friendly and has a low customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]'	'The Cricketers is a coffee shop near Ranch. It is not family-friendly and has a low customer rating.'
'name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]'	'The Cricketers is a family friendly coffee shop with a low customer rating near Ranch.'
'name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]'	'The Cricketers is a kid friendly restaurant near Avalon with a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]'	'The Cricketers is a children friendly restaurant near Avalon with a customer rating of 3 out of 5.'
'name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]'	'With a customer rating of 3 out of 5, The Cricketers is a child friendly restaurant near Crowne Plaza Hotel.'
'name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Cricketers is a restaurant near Crowne Plaza Hotel that has a 5 out of 5 customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]'	'The Cricketers is a child friendly restaurant near Crowne Plaza Hotel with a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]'	'The Cricketers is a restaurant near Café Sicilia that has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]'	'The Cricketers is a restaurant near Crowne Plaza Hotel that has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]'	'The Cricketers is a family friendly restaurant with an average customer rating near Café Sicilia.'
'name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]'	'The Cricketers is a child friendly restaurant near Café Sicilia with a high customer rating.'
'name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]'	'The Cricketers is a kid friendly restaurant near Express by Holiday Inn with a high customer rating.'
'name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]'	'The Cricketers is a restaurant near Express by Holiday Inn that is not family-friendly and has a low customer rating.'
'name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]'	'The Cricketers is a restaurant near Ranch that is not family-friendly and has a low customer rating.'
'name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]'	'The Cricketers is a family friendly restaurant with a low customer rating near Ranch.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the £20-25 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the £20-25 price range. It is located in the city centre. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the £20-25 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the city centre. It is near All Bar One. Its customer rating is 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the city centre near All Bar One. Its customer rating is 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It has a 5 out of 5 customer rating and is family friendly.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the city centre. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a chinese restaurant located in the city centre near All Bar One. It is family friendly and has an average customer rating.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the cheap price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the high price range. It is located in the city centre. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the high price range. It is located in the city centre near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the high price range. It is located in the riverside. It is near All Bar One. Its customer rating is average.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the less than £20 price range. It is located in the city centre. It is near All Bar One. Its customer rating is low.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a chinese restaurant located in the city centre near All Bar One. It is family friendly and has a low customer rating.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the less than £20 price range. It is located in the riverside. It is near All Bar One. Its customer rating is low.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the low price range. It is located in the riverside. Its customer rating is low. It is near All Bar One.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the moderate price range. It is located in the city centre near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 3 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant that provides chinese food in the moderate price range. It is located in the city centre. It is near All Bar One. Its customer rating is 3 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 3 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant that provides chinese food in the moderate price range. It is located in the riverside. It is near All Bar One. Its customer rating is 3 out of 5.'
