MR	output
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue Spice is a restaurant providing Chinese food It is located in the riverside . It is near Rainbow Vegetarian Café .
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue Spice is a family - friendly English style restaurant near Rainbow Vegetarian Café in the city centre .
"name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue Spice is a restaurant located in the city centre near Rainbow Vegetarian Café . It serves great English food in a family - friendly environment .
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Blue Spice is an adult Rated restaurant located near Rainbow Vegetarian Café . It is serving English food .
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Blue Spice is a children friendly restaurant in the riverside area near Rainbow Vegetarian Café . They serve English food .
"name[Clowns], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]"	Rated 3 out of 5 by customers , Clowns offers coffee shop style experience . You can find Clowns near All Bar One . Located in the city centre area .
"name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]"	If you 're looking for a coffee shop near Crowne Plaza Hotel , Clowns is rated 5 out of 5 and is rated 5 out of 5 .
"name[Clowns], eatType[coffee shop], near[The Sorrento]"	Clowns is a coffee shop situated near The Sorrento .
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]"	Clowns is a pub near All Bar One with rank 3 out of 5
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]"	Near the Crowne Plaza Hotel , there is a pub called Clowns . customers give it different out of 5 .
"name[Clowns], eatType[pub], near[The Sorrento]"	A pub named Clowns is rated pub situated near The Sorrento .
"name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]"	For a highly rated coffee shop that cant head to Burger King , head to Cocum .
"name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]"	Cocum is a high priced coffee shop with a high customer rating near Café Sicilia .
"name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]"	If you are looking for a coffee shop that sells low rated food , Cocum will find it near Café Sicilia .
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]"	For a coffee shop with a low customer rating , try Cocum , located near Express by Holiday Inn .
"name[Cocum], eatType[coffee shop], near[The Rice Boat]"	Cocum is a coffee shop close to The Rice Boat .
"name[Cocum], eatType[coffee shop], near[The Sorrento]"	Near The Sorrento you can find a coffee shop named Cocum .
"name[Cocum], eatType[pub], customer rating[high], near[Burger King]"	A pub names Cocum has a high customer rating and is located near Burger King .
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]"	Cocum is a pub near Café Sicilia with a high customer rating and prices are high .
"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]"	There is a pub called Cocum near Café Sicilia that has a low customer rating .
"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]"	There is a pub menu rated low near Express by Holiday Inn called Cocum .
"name[Cocum], eatType[pub], near[The Rice Boat]"	Near The Rice Boat is a pub called Cocum .
"name[Cocum], eatType[pub], near[The Sorrento]"	For a pub near The Sorrento , go to Cocum .
"name[Cotto], eatType[coffee shop], near[The Bakers]"	Cotto is a coffee shop located neat The Bakers neat The Bakers .
"name[Cotto], eatType[pub], near[The Bakers]"	Near The Bakers is a pub named Cotto .
"name[Giraffe], eatType[coffee shop], near[The Bakers]"	Giraffe is a coffee shop that serves coffee and is located near The Bakers .
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]"	Giraffe is a child friendly coffee shop that serves coffee and found near The Rice Boat .
"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a pub offering English style food in a children friendly environment . It is located near the Rainbow Vegetarian Café in the riverside area .
"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	In the city centre near the Rainbow Vegetarian Café you can get fast food at Giraffe . This place is not family - friendly .
"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a child - friendly Fast food pub available in the city centre near Rainbow Vegetarian Café .
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	Giraffe is a pub near Rainbow Vegetarian Café in the riverside area . It serves fast food and is not family - friendly .
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a pub known for kids fast food near Crown Vegetarian Café in the riverside area .
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Situated in the riverside area near Raja Indian Cuisine , Giraffe is a kid friendly fast food venue .
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	There is a French pub near Raja Indian Cuisine in the city centre called Giraffe . It is not family - friendly .
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	Giraffe is a family - friendly pub that serves French food . It is located in the city centre near Raja Indian Cuisine .
"name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Giraffe is a pub near Raja Indian Cuisine in the riverside area . It serves French food and is not family - friendly .
"name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Giraffe is a family friendly pub in the riverside area near Raja Indian Cuisine that serves French cuisine .
"name[Giraffe], eatType[pub], near[The Bakers]"	Try Giraffe in the northern northern northern The Bakers . You can find an excellent pub .
"name[Giraffe], eatType[pub], near[The Rice Boat]"	For non family friendly pub , try Giraffe , near The Rice Boat .
"name[Giraffe], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a beautiful restaurant close to the Rainbow Vegetarian Café . It is reasonably liked place serves English food and is children friendly .
"name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	Giraffe is a restaurant located in the city centre near Rainbow Vegetarian Café that serves Fast food and dishes are not family - friendly .
"name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a family - friendly restaurant serving fast food fare . It is located near Rainbow Vegetarian Café in the city centre .
"name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	In the riverside area near Rainbow Vegetarian Café there is a fast food place called Giraffe that is not family - friendly .
"name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	Giraffe is a family friendly restaurant in the riverside area near Rainbow Vegetarian Café that serves Fast food .
"name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Giraffe is a family friendly fast food restaurant . It can be found in the riverside area near Raja Indian Cuisine .
"name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Giraffe is a French restaurant located within the city centre near Raja Indian Cuisine . It is not family - friendly .
"name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a family - friendly French restaurant called Giraffe .
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Next to Raja Indian Cuisine is the Giraffe restaurant . We are not family friendly . Our food is French and we are located on the riverside .
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Giraffe is a restaurant style child friendly restaurant serving French food in the riverside area near Raja Indian Cuisine .
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]"	Customers give Green Man 1 out of 5 . It is a coffee shop near All Bar One .
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]"	Green Man is an amazing coffee shop with amazing customers of 3 out of 5 stars . It is a lovely place to eat . It is located near All Bar One .
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]"	For a pub with a customer rating of 1 out of 5 , go to Green Man near All Bar One .
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]"	Green Man is a 3 out of 5 rated pub near All Bar One .
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	Green Man is a Children friendly Italian pub near Express by Holiday Inn in riverside .
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Green Man is a family friendly Italian pub in the riverside area near Crown Indian Cuisine .
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	Green Man is a Japanese pub located in the city centre near Express by Holiday Inn . It is not family - friendly .
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	Green Man is a family - friendly pub selling Japanese food in the city centre near Express by Holiday Inn however it is family - friendly .
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	Green Man is a pub in the riverside area near Express by Holiday Inn . It serves Japanese food and is not family - friendly .
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	Green Man is a kids friendly pub serving Japanese food in the riverside area near Express by Holiday Inn .
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	Green Man is a children friendly restaurant offering Italian food in the riverside area near Express by Holiday Inn .
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a children friendly Italian place called Green Man .
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	Green Man is a Japanese restaurant located in the city center near Express by Holiday Inn . It is not family - friendly .
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	In the city centre near Express by Holiday Inn is a family - friendly Japanese restaurant called Green Man .
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	Green Man is a pasta restaurant located near Express by Holiday Inn . It is an adult only restaurant .
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	Located in the riverside area near Express by Holiday Inn is a children friendly restaurant that serves Japanese food called Green Man .
"name[Loch Fyne], eatType[coffee shop], area[riverside]"	Located near the river , Loch Fyne offers coffee and coffee .
"name[Loch Fyne], eatType[pub], area[riverside]"	Loch Fyne is a pub that is rated Loch Fyne in the riverside area .
"name[Strada], eatType[coffee shop], area[city centre]"	Strada is a coffee shop in the city center with prices means means Strada .
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]"	For a coffee shop near All Bar One , try Strada . It has a perfect customer rating of 1 out of 5 however .
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	Strada is a coffee shop near Rainbow Vegetarian Café . It has a customer rating of 1 out of 5 .
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]"	Strada is a coffee shop near Express by Holiday Inn . It has been given low ratings .
"name[Strada], eatType[pub], area[city centre]"	Strada is a pub in the city centre with prince range of city centre .
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]"	Strada is a pub near All Bar One that is rated 1 out of 5 .
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	Customers give a 1 out of 5 pub called Strada near Rainbow Vegetarian Café .
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]"	Strada is a pub near Express by Holiday Inn . It has a low customer satisfaction rating .
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	Near Avalon is a coffee shop named The Cricketers . It is kid friendly and rated 1 out of 5 .
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	The Cricketers is a children friendly coffee shop near Avalon . It has a customer rating of 3 out of 5 .
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	For a coffee shop with fries and fries . Priced 3 out of 5 , try The Cricketers near Crowne Plaza Hotel .
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	The Cricketers is a highly rated coffee shop near Crowne Plaza Hotel . It is not children allowed .
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The Cricketers is a kids friendly coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5 .
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Cricketers is a nice coffee shop near Café Sicilia . It has an average customer rating and is not family - friendly .
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	The Cricketers is a coffee shop with a non family - friendly environment and an average customer rating . It is located near Crowne Plaza Hotel .
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	Near Café Sicilia is a kid friendly coffee shop named The Cricketers . It has an average customer rating .
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	Close to Café Sicilia is a coffee shop called The Cricketers . This children friendly coffee shop is rated highly by customers .
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	The Cricketers is a kids friendly coffee shop offering high prices . It has a high customer rating and is located near Express by Holiday Inn .
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	The Cricketers is a coffee shop near Express by Holiday Inn . It has a low customer satisfaction rating and is not considered family - friendly . Join Us .
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]"	The Cricketers is a coffee shop near Ranch . It is not considered family - friendly and has low customer ratings .
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]"	The Cricketers is a child friendly coffee shop near Ranch . It has a low customer rating .
"name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	The Cricketers is a child friendly restaurant near Avalon . It is rated 1 out of 5 .
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	Located near Avalon , The Cricketers is a restaurant with a kid friendly environment and a customer rating of 3 out of 5 .
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The Cricketers is a family friendly restaurant close to the Crowne Plaza Hotel .
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	A highly rated restaurant called The Cricketers boasts a 5 out of 5 rating . This family - friendly experience can be found near Crowne Plaza Hotel .
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The Cricketers is a child friendly restaurant near Crowne Plaza Hotel with a customer rating of 5 out of 5 .
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]"	Near Café Sicilia is a restaurant called The Cricketers . It is not family - friendly and has an average customer rating .
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	There is a restaurant that serves 3 star food . It is called The Cricketers and is close to the Crowne Plaza Hotel .
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	A child friendly restaurant situated near Café Sicilia is called The Cricketers . It has an average customer rating .
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	Near Café Sicilia is a family friendly restaurant called The Cricketers with a high customer rating .
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	The Cricketers is a high priced , child friendly restaurant near Express by Holiday Inn .
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	The Cricketers is a restaurant in the center of the city near Express by Holiday Inn . It has a low customer rating and is not a family - friendly place to go to go to .
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]"	The Cricketers is a non - family - friendly restaurant located near the Ranch . It has a low customer satisfaction rating .
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]"	Near Ranch there is a family friendly restaurant named The Cricketers with a low customer rating .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a Chinese restaurant in the city centre near All Bar One . It has a high customer rating and is not kid friendly . It is priced between 20 - 25 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant providing Chinese food in the £ 20 - 25 price range . It is located in the city centre . It is near All Bar One . Its customer rating is high .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	There is a Chinese restaurant called The Cricketers in the riverside area near All Bar One . It has a high customer rating and a price range of £ 20 - 25 . It is not children friendly .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a delicious Chinese restaurant with great quality food with prices £ 20 - 25 . This place is staying in the riverside area near All Bar One . It is child friendly .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	Located in the city centre near All Bar One , The Cricketers is a cheap Chinese restaurant with a customer point of 5 out of 5 known . It is not a family friendly atmosphere .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	Located in the city centre near All Bar One is a family friendly Chinese restaurant called The Cricketers . It has a customer rating of 5 out of 5 and cost cheap .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	In the riverside area near All Bar One is a Chinese restaurant called The Cricketers . It is not family friendly and has a customer rating of 5 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	There is a family friendly restaurant in the riverside area near All Bar One called The Cricketers . It also provides cheap Chinese food and has a customer rating of 5 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a restaurant that provides Chinese food in the cheap price range . It is located in the city centre . It is near All Bar One . Its customer rating is average .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant that provides Chinese food in the cheap price range . It is located in the city centre . It is near All Bar One . Its customer rating is average .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a Chinese restaurant with average ratings and cheap cost . It is located in riverside near All Bar One and is not family friendly .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant providing Chinese food in the cheap price range . It is located in the riverside . It is near All Bar One . Its customer rating is average .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a child free Chinese free experience . Located in the city centre near All Bar One , The Cricketers has a great customer rating of 1 out of 5 and a high price range .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	In the city centre near All Bar One is a family - friendly restaurant called The Cricketers . It offers quite starting Chinese food and has an excellent customer rating of 1 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	There is a high priced restaurant in the riverside area called The Cricketers . They serve Chinese food and are non child friendly . They are near All Bar One and have a customer rating of 1 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant providing Chinese food in the high price range . It is located in the riverside . It is near All Bar One . Its customer rating is 1 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a location that serves Chinese food in the city centre near All Bar One . It has a high price range and an average customer rating . It is not children friendly .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a kid friendly Chinese restaurant with a high price range and an average customer rating . It is located in the city centre near All Bar One .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a high priced Chinese restaurant that is not kid friendly . It is located in the riverside area near All Bar One .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a high priced restaurant serving Chinese food . It is located in the riverside area near All Bar One and is child friendly . previous previous give it has a 3 out of 5 stars .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]"	There is a restaurant called The Cricketers located in the city centre near All Bar One . It has a low customer rating and is not family friendly . It also provides Chinese food for less than £ 20 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant that provides Chinese food in a family friendly environment . It has a lower customer rating and lower prices . It is located in the city centre near All Bar One .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a restaurant that serves Chinese food for less than £ 20 . It has a low customer rating and is not family - friendly . It is located on the riverside side near All Bar One .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a Chinese restaurant that serves food for less than £ 20 in a family friendly atmosphere . It is located in the riverside area near All Bar One and has a low customer rating .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	In the city centre near All Bar One is a Chinese restaurant called The Cricketers . It has a moderate price range and a customer rating of 1 out of 5 . It is not kid friendly .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant serving Chinese food in the moderate price range . It is children friendly and positive us . It is located in the city centre near All Bar One .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a restaurant providing Chinese food in the moderate price range . It is located in the riverside near All Bar One . It is not kids friendly and has a customer rating of 1 out of 5 .
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a restaurant that provides Chinese food in the moderate price range . It is located in the riverside . It is near All Bar One . Its customer rating is 1 out of 5 .
