MR	output
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	The Cricketers is a coffee shop near Crowne Plaza Hotel with a 5 out of 5 customer rating and is not family-friendly.
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel, The Cricketers is a family-friendly coffee shop with a 5 out of 5 customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]"	"Located near Café Sicilia, The Cricketers is a coffee shop with an average customer rating and is not family-friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel, The Cricketers is a coffee shop with an average customer rating and is not family-friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"Located near Café Sicilia, The Cricketers is a family friendly coffee shop with an average customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"Located near Café Sicilia, The Cricketers is a kid friendly coffee shop with a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"Located near Express by Holiday Inn, The Cricketers is a kid friendly coffee shop with a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	"Located near Express by Holiday Inn, The Cricketers is a coffee shop with a low customer rating and is not family-friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]"	"Located near Ranch, The Cricketers is a coffee shop with a low customer rating and is not family-friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]"	A family friendly coffee shop near Ranch called The Cricketers has a low customer rating.
"name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	The Cricketers is a kid friendly restaurant near the Avalon with a customer rating of 1 out of 5.
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	The Cricketers is a kid friendly restaurant near the Avalon with a customer rating of 3 out of 5.
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel, The Cricketers is a kid friendly restaurant with a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	"Near Crowne Plaza Hotel, The Cricketers is a family-friendly restaurant with a customer rating of 5 out of 5 and is not family-friendly."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel, The Cricketers is a family friendly restaurant with a 5 out of 5 customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The Cricketers is a restaurant near Café Sicilia with an average customer rating and is not family-friendly.
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	The Cricketers is a restaurant near Crowne Plaza Hotel with an average customer rating and is not family-friendly.
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"Located near Café Sicilia, The Cricketers is a family friendly restaurant with an average customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"Located near Café Sicilia, The Cricketers is a kid friendly restaurant with a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"Located near the Express by Holiday Inn, The Cricketers is a child friendly restaurant with a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	The Cricketers is a restaurant near Express by Holiday Inn with a low customer rating and is not family-friendly.
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]"	"Located near Ranch, The Cricketers is a family-friendly restaurant that is not family-friendly and has a low customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]"	"Located near Ranch, The Cricketers is a family friendly restaurant with a low customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a Chinese restaurant in the city centre near All Bar One. It has a high customer rating, is not kid friendly, and has a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a kid friendly Chinese restaurant in the city centre near All Bar One with a high customer rating and a price range of £20-25.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a Chinese restaurant in riverside near All Bar One. It has a high customer rating, is not kid friendly, and has a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a family friendly Chinese restaurant in the riverside area near All Bar One. It has a high customer rating and a price range of £20-25.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"Located in the city centre near All Bar One, The Cricketers is a non family-friendly Chinese food restaurant with a customer rating of 5 out of 5 and a cheap price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a cheap Chinese restaurant with a 5 out of 5 customer rating. It is located in the city centre near All Bar One and is family friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The Cricketers is a cheap Chinese restaurant located in riverside near the All Bar One. It has a customer rating of 5 out of 5 and is not family-friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a cheap, family friendly, Chinese restaurant near All Bar One in the riverside area with a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"Located in the city centre near All Bar One, The Cricketers is a cheap Chinese restaurant with an average customer rating and is not family-friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"Located near All Bar One in the city centre, The Cricketers is a family-friendly Chinese restaurant with an average customer rating and a price range of less than £20."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a cheap Chinese restaurant near All Bar One in the riverside area, but it has an average customer rating and is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a Chinese restaurant near All Bar One in the riverside area. It is family friendly, has an average customer rating, and has a cheap price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a Chinese restaurant in the high price range with a customer rating of 1 out of 5. it is located in the city centre near All Bar One and is not child friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"Located near All Bar One in the city centre, The Cricketers is a child friendly Chinese restaurant with a high price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a Chinese restaurant near All Bar One in the riverside area. It is not child friendly, has a high price range and has a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The Cricketers is a family friendly Chinese restaurant in the riverside area near All Bar One. It has a customer rating of 1 out of 5 and is high priced.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a Chinese restaurant near the All Bar One in the city centre. It is not child friendly, has a high price range and an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"Located near All Bar One in the city centre, The Cricketers is a child friendly Chinese restaurant with a high price range and average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"Located near All Bar One in the riverside area, The Cricketers is a Chinese restaurant with a high price range and an average customer rating. It is not child friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a Chinese restaurant near All Bar One in the riverside area. It is child friendly, has a high price range and an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a Chinese restaurant located near All Bar One in the city centre. It has a low customer rating and a price range of less than £20 and is not family-friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a family-friendly Chinese restaurant with a price range less than £20 near All Bar One in the city centre with a low customer rating.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]"	"Located near All Bar One in the riverside area, The Cricketers is a Chinese restaurant with a price range of less than £20 and has a low customer rating. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]"	"Located near All Bar One in the riverside area, The Cricketers is a family friendly Chinese restaurant with a price range of less than £20 and a low customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers, located near All Bar One in the city centre, is a moderately priced Chinese restaurant with a customer rating of 1 out of 5. it is not kid friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"Located near All Bar One in the city centre, The Cricketers is a kid friendly Chinese food restaurant with a moderate price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"Located near All Bar One in the riverside area, The Cricketers is a moderately priced Chinese restaurant with a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a moderately priced, kid friendly, Chinese restaurant near All Bar One in the riverside area with a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The Cricketers is a Chinese restaurant in the city centre near All Bar One. It has a moderate price range and a customer rating of 3 out of 5 and is not kid friendly.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The Cricketers is a Chinese restaurant in the city centre near All Bar One. It has a customer rating of 3 out of 5 and is kid friendly.
