MR	output
name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Blue Spice is an English restaurant in the city centre near Rainbow Vegetarian Café it is not family-friendly.
name[Blue Spice], eatType[restaurant], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Blue Spice is a family friendly restaurant English food near Rainbow Vegetarian Café in the city centre.
name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Blue Spice is an English restaurant in riverside near Rainbow Vegetarian Café it is not family-friendly.
name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Blue Spice is a family friendly restaurant English food near Rainbow Vegetarian Café in riverside.
name[Clowns], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]	Clowns is a coffee shop near All Bar One with a customer rating of 3 out of 5.
name[Clowns], eatType[coffee shop], customer rating[5 out of 5], near[Crowne Plaza Hotel]	Clowns is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5.
name[Clowns], eatType[coffee shop], near[The Sorrento]	Clowns is a coffee shop near The Sorrento.
name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]	Clowns pub near All Bar One with a customer rating of 3 out of 5.
name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]	Clowns pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.
name[Clowns], eatType[pub], near[The Sorrento]	Clowns pub near The Sorrento.
name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]	Cocum is a coffee shop near Burger King with a high customer rating.
name[Cocum], eatType[coffee shop], customer rating[high], near[Café Sicilia]	Cocum is a coffee shop near Café Sicilia with a high customer rating.
name[Cocum], eatType[coffee shop], customer rating[low], near[Café Sicilia]	Cocum is a coffee shop near Café Sicilia with a low customer rating.
name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Cocum is a coffee shop near Express by Holiday Inn with a low customer rating.
name[Cocum], eatType[coffee shop], near[The Rice Boat]	Cocum is a coffee shop near The Rice Boat.
name[Cocum], eatType[coffee shop], near[The Sorrento]	Cocum is a coffee shop near The Sorrento.
name[Cocum], eatType[pub], customer rating[high], near[Burger King]	Cocum pub with a high customer rating near Burger King.
name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]	Cocum pub with a high customer rating near Café Sicilia.
name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]	Cocum pub near Café Sicilia with a low customer rating.
name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Cocum pub near Express by Holiday Inn with a low customer rating.
name[Cocum], eatType[pub], near[The Rice Boat]	Cocum pub near The Rice Boat.
name[Cocum], eatType[pub], near[The Sorrento]	Cocum pub near The Sorrento.
name[Cotto], eatType[coffee shop], near[The Bakers]	Cotto is a coffee shop near The Bakers.
name[Cotto], eatType[pub], near[The Bakers]	Cotto pub near The Bakers.
name[Giraffe], eatType[coffee shop], near[The Bakers]	Giraffe is a coffee shop near The Bakers.
name[Giraffe], eatType[coffee shop], near[The Rice Boat]	Giraffe is a coffee shop near The Rice Boat.
name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly pub serving English food it is located near Rainbow Vegetarian Café in riverside.
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food pub located in the city centre near Rainbow Vegetarian Café it is not family-friendly.
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food pub located in riverside near Rainbow Vegetarian Café it is not family-friendly.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly pub serving Fast food in riverside near Rainbow Vegetarian Café.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly pub serving Fast food in riverside near Raja Indian Cuisine.
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French pub located in the city centre near Raja Indian Cuisine it is not family-friendly.
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family-friendly pub serving French food located in the city centre near Raja Indian Cuisine.
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French pub located in the riverside near Raja Indian Cuisine it is not family-friendly.
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly pub serving French food in the riverside near Raja Indian Cuisine.
name[Giraffe], eatType[pub], near[The Bakers]	Giraffe pub near The Bakers.
name[Giraffe], eatType[pub], near[The Rice Boat]	Giraffe pub near The Rice Boat.
name[Giraffe], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly restaurant English food near Rainbow Vegetarian Café in riverside.
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food restaurant located in the city centre near Rainbow Vegetarian Café it is not family-friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly restaurant Fast food in the city centre near Rainbow Vegetarian Café.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food restaurant located in riverside near Rainbow Vegetarian Café it is not family-friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly restaurant Fast food in riverside near Rainbow Vegetarian Café.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly restaurant Fast food in riverside near Raja Indian Cuisine.
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French restaurant in the city centre near Raja Indian Cuisine it is not family-friendly.
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family-friendly restaurant serving French food near Raja Indian Cuisine in the city centre.
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French restaurant located in riverside near Raja Indian Cuisine it is not family-friendly.
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly restaurant serving French food near Raja Indian Cuisine in riverside.
name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Green Man is a coffee shop near All Bar One with a customer rating of 1 out of 5.
name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]	Green Man is a coffee shop near All Bar One with a customer rating of 3 out of 5.
name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Green Man pub near All Bar One with a customer rating of 1 out of 5.
name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]	Green Man pub near All Bar One with a customer rating of 3 out of 5.
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly pub serving Italian food it is located in the riverside near Express by Holiday Inn.
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is a family friendly pub serving Italian food it is located in the riverside near Raja Indian Cuisine.
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese pub located in the city centre near Express by Holiday Inn it is not family-friendly.
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly pub serving Japanese food located in the city centre near Express by Holiday Inn.
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese pub located in riverside near Express by Holiday Inn it is not family-friendly.
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly pub serving Japanese food it is located in the riverside near Express by Holiday Inn.
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly restaurant Italian restaurant near Express by Holiday Inn in riverside.
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is a family friendly restaurant Italian restaurant near Raja Indian Cuisine in riverside.
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese restaurant located in the city centre near Express by Holiday Inn it is not family-friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly restaurant Japanese food near Express by Holiday Inn in the city centre.
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese restaurant located in riverside near Express by Holiday Inn it is not family-friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family friendly restaurant Japanese near Express by Holiday Inn in riverside.
name[Loch Fyne], eatType[coffee shop], area[riverside]	Loch Fyne is a coffee shop in the riverside area.
name[Loch Fyne], eatType[pub], area[riverside]	Loch Fyne pub located in the riverside area.
name[Strada], eatType[coffee shop], area[city centre]	Strada is a coffee shop located in the city centre.
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Strada is a coffee shop near All Bar One with a customer rating of 1 out of 5.
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5.
name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Strada is a coffee shop near Express by Holiday Inn with a low customer rating.
name[Strada], eatType[pub], area[city centre]	Strada pub located in the city centre.
name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Strada pub near All Bar One with a customer rating of 1 out of 5.
name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada pub near Rainbow Vegetarian Café with a customer rating of 1 out of 5.
name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Strada pub near Express by Holiday Inn with a low customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a children friendly coffee shop near Avalon with a customer rating of 1 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a children friendly coffee shop near Avalon with a customer rating of 3 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a children friendly coffee shop near Crowne Plaza Hotel with a customer rating of 3 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers near Crowne Plaza Hotel is a non - family-friendly coffee shop with a customer rating of 5 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers near Café Sicilia is not a family-friendly coffee shop with an average customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers near Crowne Plaza Hotel is not a family-friendly coffee shop with an average customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly coffee shop near Café Sicilia with an average customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a children friendly coffee shop near Café Sicilia with a high customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a children friendly coffee shop near Express by Holiday Inn with a high customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a coffee shop near Express by Holiday Inn with a low customer rating and is not family-friendly.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a coffee shop near Ranch with a low customer rating and is not family-friendly.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a family friendly coffee shop near Ranch with a low customer rating.
name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a children friendly restaurant near Avalon with a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a children friendly restaurant near Avalon with a customer rating of 3 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a children friendly restaurant near Crowne Plaza Hotel with a customer rating of 3 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers near Crowne Plaza Hotel is not family-friendly restaurant with a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly restaurant near Crowne Plaza Hotel with a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers near Café Sicilia is not family-friendly restaurant with an average customer rating.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers near Crowne Plaza Hotel is not family-friendly restaurant with an average customer rating.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly restaurant near Café Sicilia with an average customer rating.
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a children friendly restaurant near Café Sicilia with a high customer rating.
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a children friendly restaurant near Express by Holiday Inn with a high customer rating.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a restaurant near Express by Holiday Inn has a low customer rating and is not family-friendly.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a restaurant near Ranch has a low customer rating and is not family-friendly.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a family friendly restaurant near Ranch with a low customer rating.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a price range of £20-25 and has a high customer rating is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One with a price range of more than £30 and has a high customer rating is kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in riverside near All Bar One it has a high customer rating price range is £20-25 and is not kids friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in riverside near All Bar One it has a high customer rating is kid friendly the price range is £20-25.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in the city centre near All Bar One and has a customer rating of 5 out of 5 is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in the city centre near All Bar One it is family friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in riverside near All Bar One and has a customer rating of 5 out of 5 is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in riverside near All Bar One has a customer rating of 5 out of 5 and is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in the city centre near All Bar One it has an average customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in the city centre near All Bar One with an average customer rating and is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in riverside near All Bar One it has an average customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant in riverside near All Bar One has an average customer rating and is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a high price range, a 1 out of 5 and is not child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a high price range, a 1 out of 5 and is child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside near All Bar One has a high price range, a 1 out of 5 and is not child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside near All Bar One with a high price range, a 1 out of 5 and is child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a high price range, a average customer rating and is not child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a high price range, has an average customer rating and is child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside near All Bar One it has a high price range, a average customer rating and is not child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside near All Bar One it has a high price range, has an average customer rating and is child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a price range less than £20 it has a low customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a price range less than £20 it has a low customer rating and is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside area near All Bar One it has a price range of less than £20 it has a low customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside area near All Bar One it has a price range of less than £20 it has a low customer rating and is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a moderate price range, a customer rating of 1 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a moderate price range it is kid friendly and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside area near All Bar One has a moderate price range it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside area near All Bar One it has a moderate price range it is kid friendly and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a moderately priced Chinese restaurant in the city centre near All Bar One it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a moderately priced Chinese restaurant in the city centre near All Bar One it is kid friendly and has a customer rating of 3 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the riverside area near All Bar One it has a moderate price range, a customer rating of 3 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a moderately priced Chinese restaurant in riverside near All Bar One it is kid friendly and has a customer rating of 3 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a price range of more than £30 and a high customer rating it is not child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a price range of more than £30 and has a high customer rating is child friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in riverside near All Bar One has a high customer rating the price range is more than £30 it is not children friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant in riverside near All Bar One has a high customer rating it is child friendly the price range is more than £30.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is an English restaurant in the city centre near All Bar One it has a price range of £20-25 and has a high customer rating is not kid friendly.
