MR	output
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a family-friendly pub which serves Japanese food. It is located in the city centre area, near Express by Holiday Inn."
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a pub which serves Japanese food. It is located in the riverside area, near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a family-friendly pub which serves Japanese food. It is located in the riverside area, near Express by Holiday Inn."
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a family-friendly restaurant which serves Italian food. It is located in the riverside area, near Express by Holiday Inn."
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Green Man is a family-friendly restaurant which serves Italian food. It is located in the riverside area, near Raja Indian Cuisine."
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a restaurant which serves Japanese food. It is located in the city centre area, near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a family-friendly restaurant which serves Japanese food. It is located in the city centre area, near Express by Holiday Inn."
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a restaurant which serves Japanese food. It is located in the riverside area, near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a family-friendly restaurant which serves Japanese food. It is located in the riverside area, near Express by Holiday Inn."
"name[Loch Fyne], eatType[coffee shop], area[riverside]"	"Loch Fyne is a coffee shop located in the riverside area."
"name[Loch Fyne], eatType[pub], area[riverside]"	"Loch Fyne is a pub located in the riverside area."
"name[Strada], eatType[coffee shop], area[city centre]"	"Strada is a coffee shop located in the city centre area."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]"	"Strada is a coffee shop located near All Bar One. It has a customer rating of 1 out of 5."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	"Strada is a coffee shop located near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5."
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]"	"Strada is a coffee shop located near Express by Holiday Inn. It has a low customer rating."
"name[Strada], eatType[pub], area[city centre]"	"Strada is a pub located in the city centre area."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]"	"Strada is a pub located near All Bar One. It has a customer rating of 1 out of 5."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	"Strada is a pub located near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5."
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]"	"Strada is a pub located near Express by Holiday Inn. It has a low customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a family-friendly coffee shop located near Avalon. It has a customer rating of 1 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a family-friendly coffee shop located near Avalon. It has a customer rating of 3 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a family-friendly coffee shop located near Crowne Plaza Hotel. It has a customer rating of 3 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a coffee shop located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5. It is not family friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a family-friendly coffee shop located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]"	"The Cricketers is a coffee shop located near Café Sicilia. It has an average customer rating. It is not family friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a coffee shop located near Crowne Plaza Hotel. It has an average customer rating. It is not family friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family-friendly coffee shop located near Café Sicilia. It has an average customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family-friendly coffee shop located near Café Sicilia. It has a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"The Cricketers is a family-friendly coffee shop located near Express by Holiday Inn. It has a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	"The Cricketers is a coffee shop located near Express by Holiday Inn. It has a low customer rating. It is not family friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]"	"The Cricketers is a coffee shop located near Ranch. It has a low customer rating. It is not family friendly."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]"	"The Cricketers is a family-friendly coffee shop located near Ranch. It has a low customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a family-friendly restaurant located near Avalon. It has a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a family-friendly restaurant located near Avalon. It has a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a family-friendly restaurant located near Crowne Plaza Hotel. It has a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a restaurant located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5. It is not family friendly."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a family-friendly restaurant located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]"	"The Cricketers is a restaurant located near Café Sicilia. It has an average customer rating. It is not family friendly."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a restaurant located near Crowne Plaza Hotel. It has an average customer rating. It is not family friendly."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family-friendly restaurant located near Café Sicilia. It has an average customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family-friendly restaurant located near Café Sicilia. It has a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"The Cricketers is a family-friendly restaurant located near Express by Holiday Inn. It has a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	"The Cricketers is a restaurant located near Express by Holiday Inn. It has a low customer rating. It is not family friendly."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]"	"The Cricketers is a restaurant located near Ranch. It has a low customer rating. It is not family friendly."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]"	"The Cricketers is a family-friendly restaurant located near Ranch. It has a low customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the price range of £20-25. It has a high customer rating and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the price range of £20-25. It has a high customer rating and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the price range of £20-25. It has a high customer rating and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the price range of £20-25. It has a high customer rating and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the low price range. It has a customer rating of 5 out of 5 and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the low price range. It has a customer rating of 5 out of 5 and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the low price range. It has a customer rating of 5 out of 5 and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the low price range. It has a customer rating of 5 out of 5 and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the low price range. It has an average customer rating and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the low price range. It has an average customer rating and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the low price range. It has an average customer rating and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the low price range. It has an average customer rating and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the high price range. It has a customer rating of 1 out of 5 and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the high price range. It has a customer rating of 1 out of 5 and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the high price range. It has a customer rating of 1 out of 5 and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the high price range. It has a customer rating of 1 out of 5 and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the high price range. It has an average customer rating and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the high price range. It has an average customer rating and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the high price range. It has an average customer rating and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the high price range. It has an average customer rating and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the price range of less than £20. It has a low customer rating and is located in the city centre area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the price range of less than £20. It has a low customer rating and is located in the city centre area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the price range of less than £20. It has a low customer rating and is located in the riverside area, near All Bar One. It is not family friendly."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a family-friendly restaurant which serves Chinese food in the price range of less than £20. It has a low customer rating and is located in the riverside area, near All Bar One."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a restaurant which serves Chinese food in the moderate price range. It has a customer rating of 1 out of 5 and is located in the city centre area, near All Bar One. It is not family friendly."
