MR	output
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a japanese pub in the city centre near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a japanese pub in the city centre near Express by Holiday Inn. It is family friendly."
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a japanese pub in the riverside area near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a japanese pub in the riverside area near Express by Holiday Inn. It is family friendly."
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a italian restaurant in the riverside area near Express by Holiday Inn. It is family friendly."
"name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Green Man is a italian restaurant in the riverside area near Raja Indian Cuisine. It is family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a japanese restaurant in the city centre near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a japanese restaurant in the city centre near Express by Holiday Inn. It is family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	"Green Man is a japanese restaurant in the riverside area near Express by Holiday Inn. It is not family friendly."
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	"Green Man is a japanese restaurant in the riverside area near Express by Holiday Inn. It is family friendly."
"name[Loch Fyne], eatType[coffee shop], area[riverside]"	"Loch Fyne is a coffee shop in the riverside area."
"name[Loch Fyne], eatType[pub], area[riverside]"	"Loch Fyne is a pub in the riverside area."
"name[Strada], eatType[coffee shop], area[city centre]"	"Strada is a coffee shop in the city centre."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]"	"Strada is a coffee shop near All Bar One with a customer rating of 1 out of 5."
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	"Strada is a coffee shop near Rainbow Vegetarian Café with a customer rating of 1 out of 5."
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]"	"Strada is a coffee shop near Express by Holiday Inn with a low customer rating."
"name[Strada], eatType[pub], area[city centre]"	"Strada is a pub in the city centre."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]"	"Strada is a pub near All Bar One with a customer rating of 1 out of 5."
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	"Strada is a pub near Rainbow Vegetarian Café with a customer rating of 1 out of 5."
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]"	"Strada is a pub near Express by Holiday Inn with a low customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a kids friendly coffee shop near Avalon with a customer rating of 1 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a children friendly coffee shop near Avalon with a customer rating of 3 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a children friendly coffee shop near Crowne Plaza Hotel with a customer rating of 3 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a non family friendly coffee shop near Crowne Plaza Hotel with an average customer rating of 5 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a family friendly coffee shop near Crowne Plaza Hotel with an average customer rating of 5 out of 5."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]"	"The Cricketers is a non family friendly coffee shop near Café Sicilia with an average customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a non family friendly coffee shop near Crowne Plaza Hotel with an average customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family friendly coffee shop near Café Sicilia with a customer rating of average."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a children friendly coffee shop near Café Sicilia with a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"The Cricketers is a children friendly coffee shop near Express by Holiday Inn with a high customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	"The Cricketers is a non family friendly coffee shop near Express by Holiday Inn with a low customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]"	"The Cricketers is a non family friendly coffee shop near Ranch with a low customer rating."
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]"	"The Cricketers is a family friendly coffee shop near Ranch with a low customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a kids friendly restaurant near Avalon with a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	"The Cricketers is a kids friendly restaurant with a customer rating of 3 out of 5 near Avalon."
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a kids friendly restaurant with a customer rating of 3 out of 5 near Crowne Plaza Hotel."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a restaurant near Crowne Plaza Hotel in the non family friendly restaurant with a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	"The Cricketers is a children friendly restaurant near Crowne Plaza Hotel with a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]"	"The Cricketers is a restaurant near Café Sicilia in the non family friendly restaurant with an average customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	"The Cricketers is a restaurant near Crowne Plaza Hotel in the non family friendly restaurant with an average customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a family friendly restaurant near Café Sicilia with an average customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	"The Cricketers is a children friendly restaurant near Café Sicilia with a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	"The Cricketers is a children friendly restaurant near Express by Holiday Inn with a high customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	"The Cricketers is a non family friendly restaurant near Express by Holiday Inn with a low customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]"	"The Cricketers is a non family friendly restaurant near Ranch with a low customer rating."
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]"	"The Cricketers is a family friendly restaurant near Ranch with a low customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not kids friendly and has a high customer rating and a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is kids friendly and has a high customer rating and a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not kids friendly and has a high customer rating and a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is kids friendly and has a high customer rating and a price range of £20-25."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the city centre near All Bar One. It is not family friendly and has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the city centre near All Bar One. It is family friendly and has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It is not family friendly and has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It is family friendly and has a customer rating of 5 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the city centre near All Bar One. It is not family friendly and has an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the city centre near All Bar One. It is family friendly and has an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It is not family friendly and has an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a cheap chinese restaurant in the riverside area near All Bar One. It is family friendly and has an average customer rating."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not children friendly and has a high price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is children friendly and has a high price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not children friendly and has a high price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is children friendly and has a high price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not children friendly and has an average customer rating and a high price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is children friendly and has an average customer rating and a high price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not children friendly and has an average customer rating and a high price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is children friendly and has an average customer rating and a high price range."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not family friendly and has a low customer rating and a price range of less than £20."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is family friendly and has a low customer rating and a price range of less than £20."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not family friendly and has a low customer rating and a price range of less than £20."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is family friendly and has a low customer rating and a price range of less than £20."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not kids friendly and has a moderate price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is kids friendly and has a moderate price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not kids friendly and has a moderate price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is kids friendly and has a moderate price range and a customer rating of 1 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is not kids friendly and has a moderate price range and a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the city centre near All Bar One. It is kids friendly and has a moderate price range and a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is not kids friendly and has a moderate price range and a customer rating of 3 out of 5."
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	"The Cricketers is a chinese restaurant in the riverside area near All Bar One. It is kids friendly and has a moderate price range and a customer rating of 3 out of 5."
