MR	output
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]"	Green man is a japanese restaurant located in the city centre near express by holiday inn. it is not family-friendly.
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]"	Green man is a japanese restaurant located in the city centre near express by holiday inn.
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]"	Green man is a japanese restaurant in the riverside area near express by holiday inn. it is not family-friendly.
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]"	Green man is a japanese restaurant in the riverside area near express by holiday inn.
"name[Loch Fyne], eatType[coffee shop], area[riverside]"	Loch fyne is a coffee shop in the riverside area.
"name[Loch Fyne], eatType[pub], area[riverside]"	Loch fyne is a pub in the riverside area.
"name[Strada], eatType[coffee shop], area[city centre]"	Strada is a coffee shop in the city centre.
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]"	Strada is a coffee shop with a customer rating of 1 out of 5 and is near all bar one.
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	Strada is a coffee shop near rainbow vegetarian café with a customer rating of 1 out of 5.
"name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]"	Strada is a coffee shop near express by holiday inn.
"name[Strada], eatType[pub], area[city centre]"	Strada is a pub in the city centre.
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]"	Strada is a pub near all bar one with a customer rating of 1 out of 5.
"name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]"	Strada is a pub near rainbow vegetarian café with a customer rating of 1 out of 5.
"name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]"	Strada is a pub near express by holiday inn with a low customer rating.
"name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	The cricketers is a family friendly coffee shop near avalon with a customer rating of 1 out of 5.
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	The cricketers is a family friendly coffee shop near avalon.
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The cricketers is a children friendly coffee shop near crowne plaza hotel.
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	The cricketers is a coffee shop near the crowne plaza hotel. it is not family-friendly and has a customer rating of 5 out of 5.
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The cricketers is a family friendly coffee shop near the crowne plaza hotel.
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The cricketers is a coffee shop near café sicilia. it has an average customer rating and is not family-friendly.
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	The cricketers is a coffee shop located near the crowne plaza hotel.
"name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The cricketers is a family friendly coffee shop near café sicilia with an average customer rating.
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	The cricketers is a children friendly coffee shop near café sicilia with a high customer rating.
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	The cricketers is a children friendly coffee shop near express by holiday inn.
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	The cricketers is a coffee shop located near express by holiday inn.
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]"	The cricketers is a coffee shop near ranch. it has a low customer rating and is not family-friendly.
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]"	The cricketers is a family friendly coffee shop near ranch with a low customer rating.
"name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]"	The cricketers is a family friendly restaurant with a customer rating of 1 out of 5.
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]"	The cricketers is a family friendly restaurant with a customer rating of 3 out of 5.
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The cricketers is a family friendly restaurant near the crowne plaza hotel.
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]"	The cricketers is a restaurant near the crowne plaza hotel. it is not family-friendly and has a customer rating of 5 out of 5.
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]"	The cricketers is a family friendly restaurant near the crowne plaza hotel.
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]"	The cricketers is a restaurant near café sicilia with an average customer rating.
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]"	The cricketers is a restaurant near the crowne plaza hotel. it is not family-friendly and has an average customer rating.
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]"	The cricketers is a family friendly restaurant near café sicilia.
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]"	The cricketers is a child friendly restaurant near café sicilia.
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]"	The cricketers is a child friendly restaurant near express by holiday inn.
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]"	The cricketers is a restaurant near express by holiday inn. it is not family-friendly.
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]"	The cricketers is a restaurant located near ranch.
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]"	The cricketers is a family friendly restaurant with a low customer rating.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a chinese restaurant in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a chinese restaurant in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a high rated chinese restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a kid friendly chinese restaurant in the riverside area near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a cheap chinese restaurant in the city centre near all bar one. it has a customer rating of 5 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a family-friendly chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a cheap chinese restaurant located in the riverside area near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a cheap, family friendly chinese restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a cheap chinese restaurant in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a family friendly chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a cheap chinese restaurant near all bar one in the riverside area.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a cheap, family friendly chinese restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a high priced chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a chinese restaurant in the high price range. it is located in the city centre. it is near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a high priced chinese restaurant located in the riverside area near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the high price range. it is located in the riverside. its customer rating is 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a high priced chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the high price range. it is near all bar one in the city centre.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a high priced chinese restaurant in the riverside area near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the high price range. it is located in the riverside. it is near all bar one. its customer rating is average.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the less than £20 price range. it is located near all bar one. its customer rating is low.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a family friendly chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the less than £20 price range. it is located near all bar one. its customer rating is low.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a family friendly chinese restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a moderately priced chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is located in the city centre. its customer rating is 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is located in the riverside. it is near all bar one. its customer rating is 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is located in the riverside. it is near all bar one. its customer rating is 1 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a moderately priced chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is near all bar one in the city centre.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is located in the riverside. it is near all bar one. its customer rating is 3 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the moderate price range. it is located in the riverside. it is near all bar one. its customer rating is 3 out of 5.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a chinese restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a family friendly chinese restaurant in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant providing chinese food in the more than £30 price range. it is located near all bar one. its customer rating is high.
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a child friendly chinese restaurant in the riverside area near all bar one.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]"	The cricketers is a moderately priced english restaurant located in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]"	The cricketers is a kid friendly english restaurant in the city centre near all bar one.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]"	The cricketers is a restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]"	The cricketers is a family friendly restaurant located near all bar one.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]"	The cricketers is a cheap english restaurant located in the city centre near café rouge. it is not family-friendly.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]"	The cricketers is a cheap, family-friendly english restaurant located in the city centre near café rouge.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]"	The cricketers is a cheap, family-friendly restaurant located near café rouge.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]"	The cricketers is a family friendly restaurant located near café rouge.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]"	The cricketers is a cheap english restaurant located in the city centre near café rouge.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]"	The cricketers is a cheap english restaurant located in the city centre near café rouge.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]"	The cricketers is a cheap english restaurant located near café rouge in the riverside area.
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]"	The cricketers is a cheap family friendly restaurant located near café rouge.
