name[Blue Spice], eatType[coffee shop], area[city centre]	In the city centre is a coffee shop called Blue Spice.
name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Cocum is a low rated coffee shop near Express by Holiday Inn.
name[Cocum], eatType[coffee shop], near[The Rice Boat]	Cocum is a coffee shop near The Rice Boat.
name[Cocum], eatType[coffee shop], near[The Sorrento]	Cocum is a coffee shop near The Sorrento.
name[Cocum], eatType[pub], customer rating[high], near[Burger King]	Cocum is a highly rated pub near Burger King.
name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]	Cocum is a highly rated pub near Café Sicilia.
name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]	Cocum is a low rated pub near Café Sicilia.
name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Cocum is a low rated pub near Express by Holiday Inn.
name[Cocum], eatType[pub], near[The Rice Boat]	Cocum is a pub near The Rice Boat.
name[Cocum], eatType[pub], near[The Sorrento]	Cocum is a pub near The Sorrento.
name[Cotto], eatType[coffee shop], near[The Bakers]	Cotto is a coffee shop near The Bakers.
name[Cotto], eatType[pub], near[The Bakers]	Cotto is a pub near The Bakers.
name[Giraffe], eatType[coffee shop], near[The Bakers]	Giraffe is a coffee shop near The Bakers.
name[Giraffe], eatType[coffee shop], near[The Rice Boat]	Giraffe is a coffee shop near The Rice Boat.
name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family-friendly pub near Rainbow Vegetarian Café in riverside serves English food.
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food pub near Rainbow Vegetarian Café in the city centre it is not family-friendly.
name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a Fast food pub near Rainbow Vegetarian Café in the city centre it is family-friendly.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food pub near Rainbow Vegetarian Café in the riverside area it is not family-friendly.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family-friendly pub near Rainbow Vegetarian Café in the riverside area that serves Fast food.
name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family-friendly pub near Raja Indian Cuisine in the riverside area that serves Fast food.
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French pub near Raja Indian Cuisine in the city centre it is not family-friendly.
name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a French pub near Raja Indian Cuisine in the city centre it is family-friendly.
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French pub near Raja Indian Cuisine in the riverside area it is not family-friendly.
name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a French pub near Raja Indian Cuisine in the riverside area it is family friendly.
name[Giraffe], eatType[pub], near[The Bakers]	Giraffe is a pub near The Bakers.
name[Giraffe], eatType[pub], near[The Rice Boat]	Giraffe is a pub near The Rice Boat.
name[Giraffe], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is an restaurant in riverside near Rainbow Vegetarian Café it is family friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food coffee shop near Rainbow Vegetarian Café in the city centre it is not family-friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a Fast food restaurant near Rainbow Vegetarian Café in the city centre it is family-friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Giraffe is a Fast food coffee shop near Rainbow Vegetarian Café in riverside it is not family-friendly.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Giraffe is a family friendly restaurant that serves Fast food near Rainbow Vegetarian Café in riverside.
name[Giraffe], eatType[restaurant], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a family friendly restaurant that serves Fast food near Raja Indian Cuisine in riverside.
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French restaurant near Raja Indian Cuisine in the city centre it is not family-friendly.
name[Giraffe], eatType[restaurant], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a French restaurant near Raja Indian Cuisine in the city centre it is family-friendly.
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Giraffe is a French restaurant near Raja Indian Cuisine in riverside it is not family-friendly.
name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Giraffe is a French restaurant near Raja Indian Cuisine in riverside it is family friendly.
name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Green Man is a coffee shop near All Bar One and has a customer rating of 1 out of 5.
name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]	Green Man is a 3 out of 5 rated coffee shop near All Bar One.
name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Green Man is a pub near All Bar One and has a customer rating of 1 out of 5.
name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]	Green Man is a pub near All Bar One and has a customer rating of 3 out of 5.
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is an Italian pub in the riverside area near Express by Holiday Inn is a family friendly.
name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is an Italian pub in the riverside area near Raja Indian Cuisine is a family friendly.
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese pub near Express by Holiday Inn in the city centre it is not family-friendly.
name[Green Man], eatType[pub], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a Japanese pub near Express by Holiday Inn in the city centre it is family-friendly.
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese pub near Express by Holiday Inn in the riverside area it is not family-friendly.
name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a family-friendly pub near Express by Holiday Inn in the riverside area serves Japanese food.
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is an Italian restaurant near Express by Holiday Inn in riverside it is family friendly.
name[Green Man], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Green Man is an Italian restaurant near Raja Indian Cuisine in riverside it is family friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese restaurant near Express by Holiday Inn in the city centre it is not family-friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a Japanese restaurant near Express by Holiday Inn in the city centre it is family-friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	Green Man is a Japanese restaurant near Express by Holiday Inn in the riverside area it is not family-friendly.
name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	Green Man is a Japanese restaurant near Express by Holiday Inn in the riverside area it is family friendly.
name[Loch Fyne], eatType[coffee shop], area[riverside]	In the riverside area there is a coffee shop called Loch Fyne.
name[Loch Fyne], eatType[pub], area[riverside]	In the riverside area there is a pub called Loch Fyne.
name[Strada], eatType[coffee shop], area[city centre]	In the city centre is a coffee shop called Strada.
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]	Strada is a coffee shop near All Bar One and has a customer rating of 1 out of 5.
name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada is a coffee shop near Rainbow Vegetarian Café and has a customer rating of 1 out of 5.
name[Strada], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]	Strada is a low rated coffee shop near Express by Holiday Inn.
name[Strada], eatType[pub], area[city centre]	In the city centre is a pub called Strada.
name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]	Strada is a pub near All Bar One and has a customer rating of 1 out of 5.
name[Strada], eatType[pub], customer rating[1 out of 5], near[Rainbow Vegetarian Café]	Strada is a pub near Rainbow Vegetarian Café and has a customer rating of 1 out of 5.
name[Strada], eatType[pub], customer rating[low], near[Express by Holiday Inn]	Strada is a low rated pub near Express by Holiday Inn.
name[The Cricketers], eatType[coffee shop], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a family friendly coffee shop near Avalon and has a 1 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a family friendly coffee shop near Avalon and has a customer rating of 3 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly coffee shop near Crowne Plaza Hotel and has a customer rating of 3 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a coffee shop near Crowne Plaza Hotel it is not family-friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly coffee shop near Crowne Plaza Hotel and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers is a coffee shop near Café Sicilia it is not family-friendly and has a customer rating of average.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a coffee shop near Crowne Plaza Hotel it is not family-friendly and has a customer rating of average.
name[The Cricketers], eatType[coffee shop], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly coffee shop near Café Sicilia and has an average customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly coffee shop near Café Sicilia and has a high customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a family friendly coffee shop near Express by Holiday Inn and has a high customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a coffee shop near Express by Holiday Inn it is not family-friendly and has a low customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a coffee shop near Ranch it is not family-friendly and has a low customer rating.
name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a family friendly coffee shop near Ranch and has a low customer rating.
name[The Cricketers], eatType[restaurant], customer rating[1 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a family friendly restaurant near Avalon and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]	The Cricketers is a family friendly restaurant with a customer rating of 3 out of 5 and is near Avalon.
name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly restaurant with a customer rating of 3 out of 5 and is near Crowne Plaza Hotel.
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a restaurant near Crowne Plaza Hotel it is not family-friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]	The Cricketers is a family friendly restaurant with a 5 out of 5 and is near Crowne Plaza Hotel.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]	The Cricketers is a restaurant near Café Sicilia it is not family-friendly and has a customer rating of average.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Crowne Plaza Hotel]	The Cricketers is a restaurant near Crowne Plaza Hotel it is not family-friendly and has a customer rating of average.
name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly restaurant with an average customer rating and is located near Café Sicilia.
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]	The Cricketers is a family friendly restaurant with a high customer rating it is near Café Sicilia.
name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]	The Cricketers is a family friendly restaurant with a high customer rating it is near Express by Holiday Inn.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]	The Cricketers is a restaurant near Express by Holiday Inn it is not family-friendly and has a low customer rating.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[no], near[Ranch]	The Cricketers is a restaurant near Ranch it is not family-friendly and has a low customer rating.
name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]	The Cricketers is a family friendly restaurant with a low customer rating and is near Ranch.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant in the city centre near All Bar One it has a high customer rating - 25 price range it is not kids friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant located in the city centre near All Bar One it is family friendly, has a high customer rating and has a price range of £20-25.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant located in riverside near All Bar One it has a high customer rating - 25 price range it is not kids friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant located in riverside near All Bar One it is family friendly, has a high customer rating and has a price range of £20-25.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in the city centre it is not family-friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in the city centre it is family friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in riverside it is not family-friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in riverside it is family friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in the city centre it is not family-friendly and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in the city centre it is family friendly and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in riverside it is not family-friendly and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a cheap Chinese restaurant near All Bar One in riverside it is family friendly and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre with a high price range and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it is children friendly 1 out of 5 and has a price range.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside with a high price range and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside it is children friendly, has a 1 out of 5 and has a price range.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre with an average customer rating and has a high price range it is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre with an average customer rating and a high price range but is family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside it has a high price range customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside it is family friendly and price range.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre with a low customer rating and a price range of less than £20 it is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it is family friendly, has a low customer rating and a price range of less than £20.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside with a low customer rating and a price range of less than £20 it is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside it is family friendly, has a low customer rating and a price range of less than £20.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it has a moderate price range with a customer rating of 1 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it has a moderate price range with a customer rating of 1 out of 5 and is kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside with a moderate price range and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside is kid friendly, has a moderate price range and a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it has a moderate price range with a customer rating of 3 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in the city centre it has a moderate price range with a customer rating of 3 out of 5 and is kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside it has a moderate price range with a customer rating of 3 out of 5 and is not kid friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant near All Bar One in riverside is kid friendly and has a moderate price range it has a customer rating of 3 out of 5.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is a restaurant that serves Chinese food for more than £30 it is not child friendly it has a high customer rating it near All Bar One.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant with a customer rating the price range is more than £30 it is children friendly and near All Bar One in the city centre.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a Chinese restaurant with a customer rating the price range is more than £30 it is near All Bar One in riverside is not family friendly.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a Chinese restaurant with a customer rating the price range is more than £30 it is children friendly near All Bar One in the riverside area.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers is an restaurant in the city centre near All Bar One it has a high customer rating has a price range of £20-25 and is not kids friendly.
