_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check1,check2,check3,check4,check5,quality1,quality2,quality3,quality4,quality5,check1_gold,check2_gold,check3_gold,check4_gold,check5_gold,dupl_ref1,dupl_ref2,dupl_ref3,dupl_ref4,dupl_ref5,mr,mr_id,quality1_gold,quality2_gold,quality3_gold,quality4_gold,quality5_gold,ref1,ref2,ref3,ref4,ref5,sys1,sys2,sys3,sys4,sys5
1468391950,11/29/2017 22:19:21,3096524811,11/29/2017 22:14:35,False,superrewards,0.7139,44012532,USA,FL,Miami,168.194.108.77,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Crowne Plaza Hotel]",5,,,,,,Blue Spice is a coffee shop near Crowne Plaza Hotel with an average customer rating.,blue spice is a coffee shop near crowne plaza hotel. it has an average customer rating.,"With an average customer rating, Blue Spice is a coffee shop near Crowne Plaza Hotel.",Blue Spice is a coffee shop near the Crowne Plaza Hotel . It has an average customer rating .,Blue spice is a coffee shop near the crowne plaza hotel with an average customer rating.,nle,tr1,tnt1,zhang,chen
1468391951,11/29/2017 20:28:21,3096243357,11/29/2017 20:27:54,False,neodev,0.9279,43939704,USA,GA,Atlanta,104.129.18.38,added,added,missing,missing,missing,100,95,60,65,75,,,,,,,,,,,"name[Blue Spice], eatType[pub], area[city centre]",6,,,,,,Blue Spice is a pub in the city centre.,Blue Spice is a city centre pub.,in the city centre there is a pub called blue spice.,The pub Blue Spice is in city centre.,Blue Spice is located in the city centre. ,sheff2,forge3,tr1,forge1,dangnt
1468391951,11/29/2017 21:09:11,3096337752,11/29/2017 21:08:22,False,neodev,0.7772,43959305,USA,GA,Atlanta,104.129.18.16,ok,ok,missing,added,missing,100,95,75,50,65,,,,,,,,,,,"name[Blue Spice], eatType[pub], area[city centre]",6,,,,,,Blue Spice is a pub in the city centre.,Blue Spice is a city centre pub.,in the city centre there is a pub called blue spice.,The pub Blue Spice is in city centre.,Blue Spice is located in the city centre. ,sheff2,forge3,tr1,forge1,dangnt
1468391951,11/29/2017 21:10:46,3096341635,11/29/2017 21:01:51,False,neodev,0.7099,16854635,USA,OH,Lakewood,70.187.74.147,ok,ok,ok,ok,missing,100,90,90,100,80,,,,,,,,,,,"name[Blue Spice], eatType[pub], area[city centre]",6,,,,,,Blue Spice is a pub in the city centre.,Blue Spice is a city centre pub.,in the city centre there is a pub called blue spice.,The pub Blue Spice is in city centre.,Blue Spice is located in the city centre. ,sheff2,forge3,tr1,forge1,dangnt
1468391952,11/29/2017 22:22:05,3096532443,11/29/2017 22:20:46,False,neodev,0.7772,43959305,USA,GA,Atlanta,104.129.18.28,ok,added,ok,ok,missing,100,50,99,97,75,,,,,,3.0,,1.0,,,"name[Blue Spice], eatType[pub], area[riverside]",7,,,,,,Blue Spice is a pub in the riverside area.,"There is a venue called Blue Spice in Cambridge, it is in the riverside area. It's a pub.",Blue spice is a pub in the riverside area.,At the riverside there is a pub called Blue Spice.,Blue Spice is a pub by the riverside.,gong,tr2,chen,zhaw1,tgen
1468391952,11/29/2017 23:03:15,3096643819,11/29/2017 23:02:38,False,instagc,0.8871,20328071,USA,MO,Portageville,107.138.52.246,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,3.0,,1.0,,,"name[Blue Spice], eatType[pub], area[riverside]",7,,,,,,Blue Spice is a pub in the riverside area.,"There is a venue called Blue Spice in Cambridge, it is in the riverside area. It's a pub.",Blue spice is a pub in the riverside area.,At the riverside there is a pub called Blue Spice.,Blue Spice is a pub by the riverside.,gong,tr2,chen,zhaw1,tgen
1468391952,11/30/2017 00:15:30,3096798720,11/30/2017 00:11:15,False,clixsense,0.85,28521374,USA,TX,Granbury,173.185.135.11,ok,added,ok,ok,ok,90,98,80,75,97,,,,,,3.0,,1.0,,,"name[Blue Spice], eatType[pub], area[riverside]",7,,,,,,Blue Spice is a pub in the riverside area.,"There is a venue called Blue Spice in Cambridge, it is in the riverside area. It's a pub.",Blue spice is a pub in the riverside area.,At the riverside there is a pub called Blue Spice.,Blue Spice is a pub by the riverside.,gong,tr2,chen,zhaw1,tgen
1468391953,12/1/2017 23:33:10,3102786626,12/1/2017 23:31:47,False,elite,0.9815,43906268,USA,VA,Manassas,207.244.64.33,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",8,,,,,,Blue Spice has a customer rating of 5 out of 5 and is located near Crowne Plaza Hotel. ,The Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near the Crowne Plaza Hotel with a customer rating of 5 out of 5 .,"Situated near Crowne Plaza Hotel, Blue Spice is a pub with a customer rating of 5 out of 5.",dangnt,zhaw2,slug,zhang,zhaw1
1468391953,12/2/2017 03:19:11,3103219985,12/2/2017 03:17:32,False,instagc,0.8573,35330747,USA,IL,Joliet,108.71.128.66,missing,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",8,,,,,,Blue Spice has a customer rating of 5 out of 5 and is located near Crowne Plaza Hotel. ,The Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near the Crowne Plaza Hotel with a customer rating of 5 out of 5 .,"Situated near Crowne Plaza Hotel, Blue Spice is a pub with a customer rating of 5 out of 5.",dangnt,zhaw2,slug,zhang,zhaw1
1468391953,12/2/2017 03:30:44,3103250432,12/2/2017 03:25:51,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,missing,ok,ok,ok,ok,90,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",8,,,,,,Blue Spice has a customer rating of 5 out of 5 and is located near Crowne Plaza Hotel. ,The Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,Blue Spice is a pub near the Crowne Plaza Hotel with a customer rating of 5 out of 5 .,"Situated near Crowne Plaza Hotel, Blue Spice is a pub with a customer rating of 5 out of 5.",dangnt,zhaw2,slug,zhang,zhaw1
1468391954,11/28/2017 19:20:36,3092514644,11/28/2017 19:18:25,False,neodev,0.8206,44044795,USA,AZ,Lake Havasu City,47.216.44.153,ok,ok,ok,ok,ok,100,100,95,80,95,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]",9,,,,,,Near Burger King is a pub called Blue Spice. It has an average customer rating.,Blue Spice is a pub near Burger King with an average customer rating.,Customers rate Blue Spice as average. It is a pub near Burger King.,Blue Spice pub near Burger King with an average customer rating.,The pub Blue Spice is near Burger King. It has an average customer rating.,zhaw2,tgen,zhaw1,sheff1,forge1
1468391954,11/28/2017 22:04:10,3092963254,11/28/2017 22:02:33,False,neodev,0.7695,41127744,USA,NY,New York,38.132.119.68,ok,missing,added,missing,ok,100,80,100,80,90,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]",9,,,,,,Near Burger King is a pub called Blue Spice. It has an average customer rating.,Blue Spice is a pub near Burger King with an average customer rating.,Customers rate Blue Spice as average. It is a pub near Burger King.,Blue Spice pub near Burger King with an average customer rating.,The pub Blue Spice is near Burger King. It has an average customer rating.,zhaw2,tgen,zhaw1,sheff1,forge1
1468391954,11/28/2017 22:19:53,3093002662,11/28/2017 22:17:39,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Burger King]",9,,,,,,Near Burger King is a pub called Blue Spice. It has an average customer rating.,Blue Spice is a pub near Burger King with an average customer rating.,Customers rate Blue Spice as average. It is a pub near Burger King.,Blue Spice pub near Burger King with an average customer rating.,The pub Blue Spice is near Burger King. It has an average customer rating.,zhaw2,tgen,zhaw1,sheff1,forge1
1468391955,11/29/2017 14:06:15,3095119415,11/29/2017 14:02:51,False,neodev,0.8883,43698706,USA,WA,Seattle,216.244.82.210,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]",10,,,,,,The pub Blue Spice is by Crowne Plaza Hotel. It has an average customer rating.,"Located near Crowne Plaza Hotel, Blue Spice is a pub with an average customer rating.",The Blue Spice is a pub near Crowne Plaza Hotel with an average customer rating.,Near Crowne Plaza Hotel the Blue Spice pub is rated average.,Blue Spice pub near Crowne Plaza Hotel with an average customer rating.,forge1,slug-alt,zhaw2,tr2,sheff1
1468391955,11/29/2017 14:35:11,3095220987,11/29/2017 14:33:52,False,clixsense,0.948,6377879,USA,IA,Council Bluffs,24.252.52.128,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]",10,,,,,,The pub Blue Spice is by Crowne Plaza Hotel. It has an average customer rating.,"Located near Crowne Plaza Hotel, Blue Spice is a pub with an average customer rating.",The Blue Spice is a pub near Crowne Plaza Hotel with an average customer rating.,Near Crowne Plaza Hotel the Blue Spice pub is rated average.,Blue Spice pub near Crowne Plaza Hotel with an average customer rating.,forge1,slug-alt,zhaw2,tr2,sheff1
1468391955,11/29/2017 15:54:19,3095499723,11/29/2017 15:50:10,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]",10,,,,,,The pub Blue Spice is by Crowne Plaza Hotel. It has an average customer rating.,"Located near Crowne Plaza Hotel, Blue Spice is a pub with an average customer rating.",The Blue Spice is a pub near Crowne Plaza Hotel with an average customer rating.,Near Crowne Plaza Hotel the Blue Spice pub is rated average.,Blue Spice pub near Crowne Plaza Hotel with an average customer rating.,forge1,slug-alt,zhaw2,tr2,sheff1
1468391956,11/28/2017 09:20:31,3091112159,11/28/2017 09:13:35,False,elite,0.8895,43883861,GBR,C8,Croydon,78.149.117.17,ok,ok,missing,ok,ok,90,100,100,100,90,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",11,,,,,,Blue Spice is near Rainbow Vegetarian Café. It is located in city centre. It is not child-friendly. It is a pub serving Chinese food.,Blue Spice is a pub that serves Chinese food in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,Blue Spice is a pub that provides Chinese food. It is located in the city centre and is near Rainbow Vegetarian Café.,"Blue Spice, which is located in the city centre near Rainbow Vegetarian Café, is a non-family-friendly pub serving Chinese food.",Blue Spice is a chinese pub located in the city centre near Rainbow Vegetarian Café. It is not family friendly.,tr2,zhaw1,harv,forge1,tgen
1468391956,11/28/2017 11:49:11,3091347708,11/28/2017 11:48:41,False,instagc,0.8389,19517813,GBR,A3,Barnsley,213.78.67.210,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",11,,,,,,Blue Spice is near Rainbow Vegetarian Café. It is located in city centre. It is not child-friendly. It is a pub serving Chinese food.,Blue Spice is a pub that serves Chinese food in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,Blue Spice is a pub that provides Chinese food. It is located in the city centre and is near Rainbow Vegetarian Café.,"Blue Spice, which is located in the city centre near Rainbow Vegetarian Café, is a non-family-friendly pub serving Chinese food.",Blue Spice is a chinese pub located in the city centre near Rainbow Vegetarian Café. It is not family friendly.,tr2,zhaw1,harv,forge1,tgen
1468391956,11/28/2017 11:50:21,3091349593,11/28/2017 11:45:36,False,neodev,0.8206,44044795,USA,AZ,Lake Havasu City,47.216.44.153,ok,ok,missing,ok,ok,90,100,85,95,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",11,,,,,,Blue Spice is near Rainbow Vegetarian Café. It is located in city centre. It is not child-friendly. It is a pub serving Chinese food.,Blue Spice is a pub that serves Chinese food in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,Blue Spice is a pub that provides Chinese food. It is located in the city centre and is near Rainbow Vegetarian Café.,"Blue Spice, which is located in the city centre near Rainbow Vegetarian Café, is a non-family-friendly pub serving Chinese food.",Blue Spice is a chinese pub located in the city centre near Rainbow Vegetarian Café. It is not family friendly.,tr2,zhaw1,harv,forge1,tgen
1468391957,11/28/2017 20:01:01,3092621600,11/28/2017 19:58:32,False,neodev,0.8206,44044795,USA,AZ,Lake Havasu City,47.216.44.153,missing,ok,ok,ok,ok,90,100,100,95,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",12,,,,,,Blue Spice is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family friendly chinese pub located in the city centre near Rainbow Vegetarian Café.,Blue Spice is a chinese pub in the city centre near Rainbow Vegetarian Café. It is family friendly.,Blue Spice is a family friendly pub serving Chinese food in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family-friendly pub serving Chinese cuisine. It is located in the city centre area and can be found near Rainbow Vegetarian Café.,slug,tgen,gong,sheff1,forge1
1468391957,11/28/2017 22:39:14,3093049085,11/28/2017 22:35:23,False,neodev,0.7695,41127744,USA,NY,New York,38.132.119.68,missing,ok,ok,ok,added,80,100,90,100,90,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",12,,,,,,Blue Spice is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family friendly chinese pub located in the city centre near Rainbow Vegetarian Café.,Blue Spice is a chinese pub in the city centre near Rainbow Vegetarian Café. It is family friendly.,Blue Spice is a family friendly pub serving Chinese food in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family-friendly pub serving Chinese cuisine. It is located in the city centre area and can be found near Rainbow Vegetarian Café.,slug,tgen,gong,sheff1,forge1
1468391957,11/28/2017 22:55:21,3093103784,11/28/2017 22:53:47,False,clixsense,0.8618,40925305,CAN,QC,Montréal,67.70.103.235,missing,ok,ok,ok,ok,100,100,100,98,95,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",12,,,,,,Blue Spice is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family friendly chinese pub located in the city centre near Rainbow Vegetarian Café.,Blue Spice is a chinese pub in the city centre near Rainbow Vegetarian Café. It is family friendly.,Blue Spice is a family friendly pub serving Chinese food in the city centre near Rainbow Vegetarian Café.,Blue Spice is a family-friendly pub serving Chinese cuisine. It is located in the city centre area and can be found near Rainbow Vegetarian Café.,slug,tgen,gong,sheff1,forge1
1468391958,12/2/2017 21:54:56,3105507418,12/2/2017 21:51:36,False,neodev,0.8286,44063668,USA,NY,New York,104.236.4.0,added,added,added,added,missing,21,21,21,21,21,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",13,,,,,,Blue Spice is a pub providing Chinese food in the riverside area near Rainbow Vegetarian Café. It is not family friendly.,"Pub and Chinese food venue, Blue Spice, is located in the riverside near the Rainbow Vegetarian Café and is not considered family friendly.","Blue Spice, which is in riverside near Rainbow Vegetarian Café, is a non-child-friendly pub offering Chinese food.",Blue Spice is a Chinese pub located in riverside near Rainbow Vegetarian Café. It is not family friendly.,Blue Spice is a chinese pub near Rainbow Vegetarian Café in the riverside area. It is not family friendly.,sheff2,tr2,forge1,nle,tnt1
1468391958,12/2/2017 22:11:50,3105546327,12/2/2017 22:11:20,False,elite,0.8515,43938648,USA,DE,,108.59.0.13,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",13,,,,,,Blue Spice is a pub providing Chinese food in the riverside area near Rainbow Vegetarian Café. It is not family friendly.,"Pub and Chinese food venue, Blue Spice, is located in the riverside near the Rainbow Vegetarian Café and is not considered family friendly.","Blue Spice, which is in riverside near Rainbow Vegetarian Café, is a non-child-friendly pub offering Chinese food.",Blue Spice is a Chinese pub located in riverside near Rainbow Vegetarian Café. It is not family friendly.,Blue Spice is a chinese pub near Rainbow Vegetarian Café in the riverside area. It is not family friendly.,sheff2,tr2,forge1,nle,tnt1
1468391958,12/2/2017 22:38:55,3105608559,12/2/2017 22:32:38,False,instagc,0.872,15004831,USA,RI,Riverside,100.40.118.179,ok,ok,ok,ok,ok,100,90,100,100,100,,,,,,,,,,,"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",13,,,,,,Blue Spice is a pub providing Chinese food in the riverside area near Rainbow Vegetarian Café. It is not family friendly.,"Pub and Chinese food venue, Blue Spice, is located in the riverside near the Rainbow Vegetarian Café and is not considered family friendly.","Blue Spice, which is in riverside near Rainbow Vegetarian Café, is a non-child-friendly pub offering Chinese food.",Blue Spice is a Chinese pub located in riverside near Rainbow Vegetarian Café. It is not family friendly.,Blue Spice is a chinese pub near Rainbow Vegetarian Café in the riverside area. It is not family friendly.,sheff2,tr2,forge1,nle,tnt1
